row,column,cor,p
Khdc1b,LOC624853,-0.769797566776674,0.000301523188104946
Alppl2,Mphosph6,-0.814724539670177,6.81055080642423e-05
Bcl2l10,Mphosph6,0.778122912241666,0.000234824260287869
Btg4,Mphosph6,0.852238051049942,1.40071404097775e-05
Calcoco2,Mphosph6,-0.897058823529412,1.0662246539006e-06
Cnbp,Mphosph6,-0.250460829884182,0.332250195673943
Ctsl,Mphosph6,-0.372007997327976,0.141459210013853
Dppa3,Mphosph6,-0.343666147594276,0.176819678302187
Eif5a,Mphosph6,-0.886572821451954,2.13870863174925e-06
Fbxo15,Mphosph6,-0.744002324769194,0.000616128740399624
Gcsh,Mphosph6,-0.34766689707581,0.171502465096694
Gdf9,Mphosph6,0.769044090351439,0.000308269403616057
Gnb2l1,Mphosph6,-0.9298956298171,6.59021630600165e-08
H1foo,Mphosph6,0.726380914886664,0.000959293195373467
Hdgf,Mphosph6,-0.649509803921569,0.00477608566555698
Hnrnpab,Mphosph6,-0.361741331021199,0.153652533853349
Hprt,Mphosph6,-0.812998313447643,7.2621533518058e-05
Hsp90ab1,Mphosph6,-0.879755263469152,3.2460638144105e-06
Isyna1,Mphosph6,-0.90374020665296,6.57563686612406e-07
Khdc1b,Mphosph6,0.793378444646493,0.000144379514741999
LOC624853,Mphosph6,-0.822086508402136,5.14051447613184e-05
Alppl2,Obox2,-0.667485165030988,0.00341579425642791
Bcl2l10,Obox2,0.866629783776263,6.78536773834892e-06
Btg4,Obox2,0.875536645251308,4.15093078909301e-06
Calcoco2,Obox2,-0.823529411764706,4.85755334493909e-05
Cnbp,Obox2,-0.486188669775176,0.0478354022256817
Ctsl,Obox2,-0.581953104730893,0.0142539659938254
Dppa3,Obox2,-0.584483302112892,0.0137383341802448
Eif5a,Obox2,-0.81790328064793,6.04072233780784e-05
Fbxo15,Obox2,-0.839007596754647,2.55916715499183e-05
Gcsh,Obox2,-0.455775331502211,0.0659662888269699
Gdf9,Obox2,0.933663751864367,4.40321241690356e-08
Gnb2l1,Obox2,-0.757692735406526,0.000426177931618366
H1foo,Obox2,0.917792101917609,2.09946708684683e-07
Hdgf,Obox2,-0.875,4.28011558106789e-06
Hnrnpab,Obox2,-0.576333646033774,0.015453770215788
Hprt,Obox2,-0.800735895446924,0.000112559868365558
Hsp90ab1,Obox2,-0.850307388541314,1.53488079077668e-05
Isyna1,Obox2,-0.803188379047068,0.000103362918338901
Khdc1b,Obox2,0.697731584240888,0.00184493125972418
LOC624853,Obox2,-0.847853398963994,1.72101411555214e-05
Mphosph6,Obox2,0.747549019607843,0.000561238152431809
Alppl2,Obox6,0.416873185693107,0.0959755090443126
Bcl2l10,Obox6,-0.714373979241085,0.00127350609062793
Btg4,Obox6,-0.54584873775162,0.0234125325409709
Calcoco2,Obox6,0.472327938954717,0.0555622799692195
Cnbp,Obox6,0.852743292886603,1.36729460307183e-05
Ctsl,Obox6,0.895257228731383,1.20786549295815e-06
Dppa3,Obox6,0.750929576014667,0.000512762051355198
Eif5a,Obox6,0.397540343390695,0.114062694889599
Fbxo15,Obox6,0.753563983004672,0.000477445314040148
Gcsh,Obox6,0.788533275152819,0.000169206089136065
Gdf9,Obox6,-0.570900557303761,0.0166879759020864
Gnb2l1,Obox6,0.316666666666667,0.215576534488856
H1foo,Obox6,-0.644706389099975,0.00520535731851579
Hdgf,Obox6,0.784753190242473,0.000190975198419707
Hnrnpab,Obox6,0.839388588831127,2.5170315040679e-05
Hprt,Obox6,0.609233653183882,0.00943131388155916
Hsp90ab1,Obox6,0.415025889449267,0.0976086683740067
Isyna1,Obox6,0.429540494871061,0.0853003507812211
Khdc1b,Obox6,-0.162462307515702,0.53329239071859
LOC624853,Obox6,0.515395652031212,0.0342250417704781
Mphosph6,Obox6,-0.360396057587844,0.155301592303922
Obox2,Obox6,-0.685121515619213,0.0024054579126791
Alppl2,Oog3,-0.587730503768094,0.0130982837952334
Bcl2l10,Oog3,0.78058143645096,0.000217675392411909
Btg4,Oog3,0.900061481252745,8.61641713534311e-07
Calcoco2,Oog3,-0.82843137254902,3.99231105590037e-05
Cnbp,Oog3,-0.0957644349557166,0.714653488806455
Ctsl,Oog3,-0.178023629084345,0.494232120928963
Dppa3,Oog3,-0.175595841836491,0.500234239819884
Eif5a,Oog3,-0.777437301245559,0.000239803136646621
Fbxo15,Oog3,-0.705753449034791,0.00154778497693986
Gcsh,Oog3,-0.0749388011364821,0.774995061186234
Gdf9,Oog3,0.828012327311294,4.0607803780679e-05
Gnb2l1,Oog3,-0.888074926888818,1.94396576569389e-06
H1foo,Oog3,0.699387029536146,0.00178006536313058
Hdgf,Oog3,-0.656862745098039,0.00417478638766577
Hnrnpab,Oog3,-0.121397938207114,0.642551819736452
Hprt,Oog3,-0.624157076236576,0.00740723769467477
Hsp90ab1,Oog3,-0.89816018529905,9.86831967919599e-07
Isyna1,Oog3,-0.852238051049942,1.40071404097775e-05
Khdc1b,Oog3,0.901287723052817,7.88324131306695e-07
LOC624853,Oog3,-0.831902466711415,3.46171154630426e-05
Mphosph6,Oog3,0.821078431372549,5.34635170112985e-05
Obox2,Oog3,0.801470588235294,0.000109735338171824
Obox6,Oog3,-0.327185499380091,0.199877404236225
Alppl2,Pcbp1,0.496314496314496,0.0427231340193672
Bcl2l10,Pcbp1,-0.852309144764751,1.39597003441239e-05
Btg4,Pcbp1,-0.665439044964844,0.00355250787208017
Calcoco2,Pcbp1,0.554601644474277,0.020859612916138
Cnbp,Pcbp1,0.681008118797419,0.00261582661690296
Ctsl,Pcbp1,0.794714348019009,0.000138099394668689
Dppa3,Pcbp1,0.661804451347516,0.00380630540687754
Eif5a,Pcbp1,0.554941786575848,0.0207649817303657
Fbxo15,Pcbp1,0.836331637657132,2.87228643462978e-05
Gcsh,Pcbp1,0.627921754213883,0.00695617817948402
Gdf9,Pcbp1,-0.694957475280791,0.00195797012571841
Gnb2l1,Pcbp1,0.541873564859578,0.0246490845056284
H1foo,Pcbp1,-0.773341523341523,0.000271422157020806
Hdgf,Pcbp1,0.923927075860908,1.19502513662439e-07
Hnrnpab,Pcbp1,0.756906219964624,0.000435573475677575
Hprt,Pcbp1,0.734806768286825,0.000779530667849748
Hsp90ab1,Pcbp1,0.62039312039312,0.00788134914117089
Isyna1,Pcbp1,0.534070082213482,0.02722315754494
Khdc1b,Pcbp1,-0.405156614092986,0.106671838177985
LOC624853,Pcbp1,0.654791154791155,0.00433760960656371
Mphosph6,Pcbp1,-0.552147654896957,0.0215523375952953
Obox2,Pcbp1,-0.808589565726877,8.5314489793209e-05
Obox6,Pcbp1,0.862687345873032,8.34194519572229e-06
Oog3,Pcbp1,-0.552147654896957,0.0215523375952953
Alppl2,Prps1,0.842234658387238,2.22044670459276e-05
Bcl2l10,Prps1,-0.576877514311222,0.0153342915929155
Btg4,Prps1,-0.557055214723926,0.0201844784129137
Calcoco2,Prps1,0.59350103123478,0.0120192036193643
Cnbp,Prps1,0.631450107946883,0.00655370499171926
Ctsl,Prps1,0.737715544400979,0.000724368060638803
Dppa3,Prps1,0.644455470723282,0.00522860926264679
Eif5a,Prps1,0.651533742331288,0.0046040054801606
Fbxo15,Prps1,0.562973688825099,0.0186260151042212
Gcsh,Prps1,0.725262449878264,0.000985539663007184
Gdf9,Prps1,-0.558083308889376,0.019906705816378
Gnb2l1,Prps1,0.568002688776488,0.0173771806403953
H1foo,Prps1,-0.568447007045614,0.0172700839394344
Hdgf,Prps1,0.55426129363248,0.0209546382385684
Hnrnpab,Prps1,0.732515337423313,0.000825395924812344
Hprt,Prps1,0.788957055214724,0.000166900915940849
Hsp90ab1,Prps1,0.561080523153014,0.0191139132012483
Isyna1,Prps1,0.603067484662577,0.0103865296271519
Khdc1b,Prps1,-0.228834355828221,0.376994276355569
LOC624853,Prps1,0.536525576844348,0.0263918030360055
Mphosph6,Prps1,-0.658491846638589,0.00405025148973426
Obox2,Prps1,-0.641324461437582,0.00552586627816298
Obox6,Prps1,0.553848775621711,0.0210702642941651
Oog3,Prps1,-0.419374695624576,0.0937953017225359
Pcbp1,Prps1,0.612645910401213,0.00893364135957819
Alppl2,Psat1,0.87292834127307,4.81146261210874e-06
Bcl2l10,Psat1,-0.682658892201979,0.0025296689602281
Btg4,Psat1,-0.775460122699386,0.000254658355325565
Calcoco2,Psat1,0.760269916044553,0.000396565332068111
Cnbp,Psat1,0.47543033419347,0.0537571255454785
Ctsl,Psat1,0.555282974303485,0.0206703961390764
Dppa3,Psat1,0.500755078517214,0.0406164051767053
Eif5a,Psat1,0.798159509202454,0.000122952567970902
Fbxo15,Psat1,0.652481566982599,0.00452516218681964
Gcsh,Psat1,0.513215377668093,0.0351245741923205
Gdf9,Psat1,-0.790413144528345,0.000159180033492579
Gnb2l1,Psat1,0.75200355978859,0.000498110887551029
H1foo,Psat1,-0.696132727850676,0.00190940775471526
Hdgf,Psat1,0.62660955983672,0.00711082151131004
Hnrnpab,Psat1,0.514110429447853,0.0347531378705521
Hprt,Psat1,0.771779141104294,0.000284367062886925
Hsp90ab1,Psat1,0.764272703857224,0.000353981279239912
Isyna1,Psat1,0.820858895705522,5.39208826630944e-05
Khdc1b,Psat1,-0.549693251533742,0.0222629612061302
LOC624853,Psat1,0.726212537078792,0.000963207081167372
Mphosph6,Psat1,-0.745555014443691,0.00059157452002534
Obox2,Psat1,-0.803188379047068,0.000103362918338901
Obox6,Psat1,0.49846389805954,0.0416933254496183
Oog3,Psat1,-0.75168622344405,0.000502403246011696
Pcbp1,Psat1,0.624309509897829,0.00738853012746521
Prps1,Psat1,0.849079754601227,1.62573803201838e-05
Alppl2,Pttg1ip,0.788957649108319,0.000166897703997915
Bcl2l10,Pttg1ip,-0.778122912241666,0.000234824260287869
Btg4,Pttg1ip,-0.749233739843906,0.000536624988897394
Calcoco2,Pttg1ip,0.681372549019608,0.00259660313572541
Cnbp,Pttg1ip,0.568447863903805,0.0172698779070006
Ctsl,Pttg1ip,0.597913843890179,0.0112425582219602
Dppa3,Pttg1ip,0.603297142309659,0.0103496263982419
Eif5a,Pttg1ip,0.7713060922452,0.000288386636375648
Fbxo15,Pttg1ip,0.751405332975853,0.0005062282467867
Gcsh,Pttg1ip,0.656021636178384,0.0042402879819905
Gdf9,Pttg1ip,-0.692876784278293,0.00204642691612
Gnb2l1,Pttg1ip,0.697421722362825,0.00185728538367202
H1foo,Pttg1ip,-0.699387029536146,0.00178006536313058
Hdgf,Pttg1ip,0.742647058823529,0.000638246691161193
Hnrnpab,Pttg1ip,0.587369822234421,0.0131681903293686
Hprt,Pttg1ip,0.881667854251667,2.89490749971755e-06
Hsp90ab1,Pttg1ip,0.726380914886664,0.000959293195373467
Isyna1,Pttg1ip,0.721030178442253,0.0010902874800256
Khdc1b,Pttg1ip,-0.497854170829175,0.0419835237470871
LOC624853,Pttg1ip,0.721472935732024,0.00107891674002625
Mphosph6,Pttg1ip,-0.762254901960784,0.000374943967328623
Obox2,Pttg1ip,-0.757352941176471,0.000430216119060578
Obox6,Pttg1ip,0.526448848626612,0.0299326694189839
Oog3,Pttg1ip,-0.639705882352941,0.00568479008886413
Pcbp1,Pttg1ip,0.701841019113466,0.00168736230125877
Prps1,Pttg1ip,0.832618182248793,3.36007453145548e-05
Psat1,Pttg1ip,0.839975633049224,2.45325781158545e-05
Alppl2,Rpl4,0.573006566304175,0.0162007070553223
Bcl2l10,Rpl4,-0.908424695334267,4.58673248271424e-07
Btg4,Rpl4,-0.874310403451236,4.4511346730669e-06
Calcoco2,Rpl4,0.811274509803922,7.73803618061564e-05
Cnbp,Rpl4,0.469000181449791,0.0575483894326625
Ctsl,Rpl4,0.580725355564794,0.0145096081290368
Dppa3,Rpl4,0.604551398322777,0.0101499183088434
Eif5a,Rpl4,0.774984817645415,0.00025834188534013
Fbxo15,Rpl4,0.892062488902367,1.49873025412361e-06
Gcsh,Rpl4,0.410320648845656,0.101858113540497
Gdf9,Rpl4,-0.931206741991039,5.74229828131934e-08
Gnb2l1,Rpl4,0.726942218547495,0.000946340685457514
H1foo,Rpl4,-0.922700081072248,1.34250796257618e-07
Hdgf,Rpl4,0.924019607843137,1.18449054564707e-07
Hnrnpab,Rpl4,0.570202437033415,0.0168520141212491
Hprt,Rpl4,0.692826617040601,0.00204859941054991
Hsp90ab1,Rpl4,0.823313503190796,4.89903784446355e-05
Isyna1,Rpl4,0.783568510245918,0.000198261976029235
Khdc1b,Rpl4,-0.675659231839595,0.00291160470249596
LOC624853,Rpl4,0.915338112340289,2.5986868390504e-07
Mphosph6,Rpl4,-0.693627450980392,0.00201414397589983
Obox2,Rpl4,-0.894607843137255,1.26271591849303e-06
Obox6,Rpl4,0.714642011803882,0.00126566803712658
Oog3,Rpl4,-0.735294117647059,0.000770053379280267
Pcbp1,Rpl4,0.833129461500075,3.28902412318755e-05
Prps1,Rpl4,0.491722961828816,0.0449873378114101
Psat1,Rpl4,0.65971808843866,0.00395851374812839
Pttg1ip,Rpl4,0.639705882352941,0.00568479008886413
Alppl2,Rpl8,0.682237375329544,0.00255144529178142
Bcl2l10,Rpl8,-0.895320875992817,1.20260081581947e-06
Btg4,Rpl8,-0.944718157609248,1.15910332443292e-08
Calcoco2,Rpl8,0.885207148757329,2.32997557048087e-06
Cnbp,Rpl8,0.385608856088561,0.126354806451364
Ctsl,Rpl8,0.449569495694957,0.0702151412732226
Dppa3,Rpl8,0.530271699262411,0.0285488149028681
Eif5a,Rpl8,0.872850781510235,4.83239874515817e-06
Fbxo15,Rpl8,0.846734701112804,1.8120141792588e-05
Gcsh,Rpl8,0.372307762803843,0.141113518377609
Gdf9,Rpl8,-0.931692484107469,5.45290079756455e-08
Gnb2l1,Rpl8,0.839804268933844,2.47173096796782e-05
H1foo,Rpl8,-0.85064552023071,1.5106260391029e-05
Hdgf,Rpl8,0.828730687116778,3.94400436527498e-05
Hnrnpab,Rpl8,0.402948707016688,0.108778420710139
Hprt,Rpl8,0.733415786856594,0.000807113289298833
Hsp90ab1,Rpl8,0.905347435910286,5.82339012122901e-07
Isyna1,Rpl8,0.894349569232162,1.28511502106576e-06
Khdc1b,Rpl8,-0.773956357989371,0.000266464907307196
LOC624853,Rpl8,0.949600671066797,5.87696336040722e-09
Mphosph6,Rpl8,-0.798036957964305,0.000123466337837552
Obox2,Rpl8,-0.861879914601449,8.69560106298017e-06
Obox6,Rpl8,0.56500404593715,0.0181136446005992
Oog3,Rpl8,-0.844691426276064,1.9887717875644e-05
Pcbp1,Rpl8,0.711124903834488,0.00137174205450963
Prps1,Rpl8,0.542383701670329,0.0244876277140631
Psat1,Rpl8,0.773956357989371,0.000266464907307196
Pttg1ip,Rpl8,0.744015994655952,0.00061590893243757
Rpl4,Rpl8,0.918356376242,1.99710737724956e-07
Alppl2,Rplp1,0.713321190266742,0.00130468078026191
Bcl2l10,Rplp1,-0.701109132531762,0.00171458550216008
Btg4,Rplp1,-0.74601226993865,0.00058450038146507
Calcoco2,Rplp1,0.806867104447283,9.07564660526106e-05
Cnbp,Rplp1,0.566953744781102,0.0176320798218668
Ctsl,Rplp1,0.491400862215473,0.0451495034804745
Dppa3,Rplp1,0.53589578578158,0.0266031347256048
Eif5a,Rplp1,0.759509202453988,0.000405122015539217
Fbxo15,Rplp1,0.698161449628495,0.0018279042997329
Gcsh,Rplp1,0.550093129356819,0.0221459592552697
Gdf9,Rplp1,-0.719116157930143,0.00114058692676
Gnb2l1,Rplp1,0.76061898518715,0.000392689625841935
H1foo,Rplp1,-0.704726959058709,0.00158345161207318
Hdgf,Rplp1,0.624157076236576,0.00740723769467477
Hnrnpab,Rplp1,0.442331288343558,0.0754207763517707
Hprt,Rplp1,0.693251533742331,0.00203025799592393
Hsp90ab1,Rplp1,0.731123526340525,0.000854328626150203
Isyna1,Rplp1,0.841717791411043,2.27199081881402e-05
Khdc1b,Rplp1,-0.554601226993865,0.0208597292698085
LOC624853,Rplp1,0.667280665937994,0.00342926258357279
Mphosph6,Rplp1,-0.777437301245559,0.000239803136646621
Obox2,Rplp1,-0.657265604838517,0.00414370529019203
Obox6,Rplp1,0.460309871294489,0.0629838083056427
Oog3,Rplp1,-0.61312090003593,0.00886605977834565
